_id,Battlenet DRM,EA Desktop DRM,EA Play,EA Play Pro,EA Play Steam,Epic Games Store DRM,Steam DRM,Ubisoft Plus,Available on,Developers,Genres,Monetization,Modes,Publishers,Released,Released Windows,Removed DRM,Released__precision,Released Windows__precision,name,appid,crack_status,crack_team,drm,release_date,crack_date,dates_dif
65ae3dba8ba3c82532bb129e,,,,,,,Steam,,"DOS,Windows,Windows",Company:Mike Wiering,,,,Company:Wiering Software,1996-01-01;2017-09-22;2018-12-03,2018-12-03,,1,1,charlie the duck,691250,Cracked,ALIAS,STEAM,2017-09-21,2017-10-10,19
_id,Battlenet DRM,EA Desktop DRM,EA Play,EA Play Pro,EA Play Steam,Epic Games Store DRM,Steam DRM,Ubisoft Plus,Available on,Developers,Genres,Monetization,Modes,Publishers,Released,Released Windows,Removed DRM,Released__precision,Released Windows__precision,name,appid,crack_status,crack_team,drm,release_date,crack_date,dates_dif
65aecfc76934510c8657dd5e,,EA Desktop,true,,true,"Epic Games Launcher,EA Desktop","Steam,EA Desktop",,"Windows,OS X",Company:Maxis,"Life sim,Farming,","Free-to-play,Sponsored,DLC,Expansion pack,Cross-game bonus,Subscription gaming service",Singleplayer,Company:Electronic Arts,2014-09-02;2015-02-17,2014-09-02,,1,1,the sims 4,1222670,Cracked,RAF,ORIGIN,2014-09-02,2014-09-12,10
_id,Battlenet DRM,EA Desktop DRM,EA Play,EA Play Pro,EA Play Steam,Epic Games Store DRM,Steam DRM,Ubisoft Plus,Available on,Developers,Genres,Monetization,Modes,Publishers,Released,Released Windows,Removed DRM,Released__precision,Released Windows__precision,name,appid,crack_status,crack_team,drm,release_date,crack_date,dates_dif
65b0c5c71235b5c6f2e3a2cf,,,,,,,Steam,,Windows,Company:Bugendai,,,,,2015-09-07,2015-09-07,,1,1,fireflies,396530,Cracked,HI2U,STEAM,2015-09-07,2015-09-07,0
_id,Battlenet DRM,EA Desktop DRM,EA Play,EA Play Pro,EA Play Steam,Epic Games Store DRM,Steam DRM,Ubisoft Plus,Available on,Developers,Genres,Monetization,Modes,Publishers,Released,Released Windows,Removed DRM,Released__precision,Released Windows__precision,name,appid,crack_status,crack_team,drm,release_date,crack_date,dates_dif
65b0c5c71235b5c6f2e3a2cf,,,,,,,Steam,,Windows,Company:Bugendai,,,,,2015-09-07,2015-09-07,,1,1,fireflies,915440,Cracked,HI2U,STEAM,2015-09-07,2015-09-07,0
_id,Battlenet DRM,EA Desktop DRM,EA Play,EA Play Pro,EA Play Steam,Epic Games Store DRM,Steam DRM,Ubisoft Plus,Available on,Developers,Genres,Monetization,Modes,Publishers,Released,Released Windows,Removed DRM,Released__precision,Released Windows__precision,name,appid,crack_status,crack_team,drm,release_date,crack_date,dates_dif
65b0c5c71235b5c6f2e3a2cf,,,,,,,Steam,,Windows,Company:Bugendai,,,,,2015-09-07,2015-09-07,,1,1,fireflies,396530,Cracked,HI2U,STEAM,2015-09-07,2015-09-07,0
_id,Battlenet DRM,EA Desktop DRM,EA Play,EA Play Pro,EA Play Steam,Epic Games Store DRM,Steam DRM,Ubisoft Plus,Available on,Developers,Genres,Monetization,Modes,Publishers,Released,Released Windows,Removed DRM,Released__precision,Released Windows__precision,name,appid,crack_status,crack_team,drm,release_date,crack_date,dates_dif
65b055221235b5c6f2e39eaf,,,,,,,Steam,,"Windows,OS X","Company:Keybol,Company:Iskander Aminov",,,,Company:Tekitown,2015-12-31;2015-12-31,2015-12-31,,1,1,kill the plumber,420070,Not Cracked,---,STEAM,2016-01-01,---,2942
_id,Battlenet DRM,EA Desktop DRM,EA Play,EA Play Pro,EA Play Steam,Epic Games Store DRM,Steam DRM,Ubisoft Plus,Available on,Developers,Genres,Monetization,Modes,Publishers,Released,Released Windows,Removed DRM,Released__precision,Released Windows__precision,name,appid,crack_status,crack_team,drm,release_date,crack_date,dates_dif
65b0493c1235b5c6f2e39e30,,,,,,,Steam,,Windows,Company:Madia Entertainment,"Action,Shooter,",,Singleplayer,Company:Buka Entertainment,2005-11-20,2005-11-20,,1,1,operation matriarchy,435420,Cracked,RELOADED,STEAM,2005-08-24,2005-11-20,88
_id,Battlenet DRM,EA Desktop DRM,EA Play,EA Play Pro,EA Play Steam,Epic Games Store DRM,Steam DRM,Ubisoft Plus,Available on,Developers,Genres,Monetization,Modes,Publishers,Released,Released Windows,Removed DRM,Released__precision,Released Windows__precision,name,appid,crack_status,crack_team,drm,release_date,crack_date,dates_dif
65ae0eff8ba3c82532bb114e,,,,,,,Steam,,Windows,"Company:H-Keration,Company:mdyeung",,,,"Company:GCG,Company:Prospect Trio",2019-10-28,2019-10-28,,1,1,black office entertainment department,1160850,Cracked,DARKSIDERS,STEAM,2019-10-29,2019-10-29,0
_id,Battlenet DRM,EA Desktop DRM,EA Play,EA Play Pro,EA Play Steam,Epic Games Store DRM,Steam DRM,Ubisoft Plus,Available on,Developers,Genres,Monetization,Modes,Publishers,Released,Released Windows,Removed DRM,Released__precision,Released Windows__precision,name,appid,crack_status,crack_team,drm,release_date,crack_date,dates_dif
65adfea98ba3c82532bb10d7,,,,,,,Steam,,Windows,Company:Lost Toys,"Action,Shooter,FPS,",One-time game purchase,"Singleplayer, Multiplayer","Company:Encore Software,Company:Ziggurat Interactive",2003-11-02,2003-11-02,,1,1,battle engine aquila,1346400,Cracked,CLS,STEAM,2003-01-20,2003-07-15,176
_id,Battlenet DRM,EA Desktop DRM,EA Play,EA Play Pro,EA Play Steam,Epic Games Store DRM,Steam DRM,Ubisoft Plus,Available on,Developers,Genres,Monetization,Modes,Publishers,Released,Released Windows,Removed DRM,Released__precision,Released Windows__precision,name,appid,crack_status,crack_team,drm,release_date,crack_date,dates_dif
65b079c11235b5c6f2e39fd8,,,,,,,Steam,,"Windows,Linux",Company:Caracal Games,,,,Company:IndieGala,2017-07-13;2017-07-13,2017-07-13,,1,1,downward,506900,Cracked,CODEX,STEAM,2016-12-19,2017-07-13,206
